
Normalized Power Iteration Method
Iteration	Eigen Value	Eigen Vector
................................................................
316		4.105246	0.062689 0.087073 0.018263 1.000000 
317		4.105336	0.062937 0.087008 0.018240 1.000000 
318		4.105248	0.062694 0.087072 0.018263 1.000000 
319		4.105334	0.062932 0.087010 0.018240 1.000000 
320		4.105250	0.062699 0.087071 0.018262 1.000000 
321		4.105333	0.062927 0.087011 0.018241 1.000000 
322		4.105252	0.062703 0.087069 0.018262 1.000000 
323		4.105331	0.062923 0.087012 0.018241 1.000000 
324		4.105253	0.062707 0.087068 0.018261 1.000000 
325		4.105330	0.062918 0.087013 0.018242 1.000000 
326		4.105255	0.062712 0.087067 0.018261 1.000000 
327		4.105328	0.062914 0.087014 0.018242 1.000000 
328		4.105256	0.062716 0.087066 0.018261 1.000000 
329		4.105327	0.062910 0.087015 0.018242 1.000000 
330		4.105257	0.062719 0.087065 0.018260 1.000000 
331		4.105325	0.062907 0.087016 0.018243 1.000000 
332		4.105259	0.062723 0.087064 0.018260 1.000000 
333		4.105324	0.062903 0.087017 0.018243 1.000000 
334		4.105260	0.062727 0.087063 0.018260 1.000000 
335		4.105323	0.062900 0.087018 0.018243 1.000000 
336		4.105261	0.062730 0.087062 0.018259 1.000000 
337		4.105322	0.062896 0.087019 0.018244 1.000000 
338		4.105263	0.062733 0.087062 0.018259 1.000000 
339		4.105320	0.062893 0.087020 0.018244 1.000000 
340		4.105264	0.062736 0.087061 0.018259 1.000000 
341		4.105319	0.062890 0.087020 0.018244 1.000000 
342		4.105265	0.062740 0.087060 0.018258 1.000000 
343		4.105318	0.062887 0.087021 0.018245 1.000000 
344		4.105266	0.062742 0.087059 0.018258 1.000000 
345		4.105317	0.062884 0.087022 0.018245 1.000000 
346		4.105267	0.062745 0.087058 0.018258 1.000000 
347		4.105316	0.062881 0.087023 0.018245 1.000000 
348		4.105268	0.062748 0.087058 0.018258 1.000000 
349		4.105315	0.062879 0.087023 0.018245 1.000000 
350		4.105269	0.062750 0.087057 0.018257 1.000000 
351		4.105314	0.062876 0.087024 0.018246 1.000000 
352		4.105270	0.062753 0.087056 0.018257 1.000000 
353		4.105313	0.062874 0.087025 0.018246 1.000000 
354		4.105270	0.062755 0.087056 0.018257 1.000000 
355		4.105313	0.062871 0.087025 0.018246 1.000000 
356		4.105271	0.062758 0.087055 0.018257 1.000000 
357		4.105312	0.062869 0.087026 0.018246 1.000000 
358		4.105272	0.062760 0.087055 0.018256 1.000000 
359		4.105311	0.062867 0.087026 0.018246 1.000000 
360		4.105273	0.062762 0.087054 0.018256 1.000000 
361		4.105310	0.062865 0.087027 0.018247 1.000000 
362		4.105274	0.062764 0.087054 0.018256 1.000000 
363		4.105310	0.062863 0.087028 0.018247 1.000000 
364		4.105274	0.062766 0.087053 0.018256 1.000000 
365		4.105309	0.062861 0.087028 0.018247 1.000000 
366		4.105275	0.062768 0.087053 0.018256 1.000000 
367		4.105308	0.062859 0.087029 0.018247 1.000000 
368		4.105276	0.062770 0.087052 0.018256 1.000000 
369		4.105308	0.062857 0.087029 0.018247 1.000000 
370		4.105276	0.062771 0.087052 0.018255 1.000000 
371		4.105307	0.062856 0.087029 0.018247 1.000000 
372		4.105277	0.062773 0.087051 0.018255 1.000000 
373		4.105306	0.062854 0.087030 0.018248 1.000000 
374		4.105277	0.062775 0.087051 0.018255 1.000000 
375		4.105306	0.062853 0.087030 0.018248 1.000000 
376		4.105278	0.062776 0.087050 0.018255 1.000000 
377		4.105305	0.062851 0.087031 0.018248 1.000000 
378		4.105279	0.062778 0.087050 0.018255 1.000000 
379		4.105305	0.062850 0.087031 0.018248 1.000000 
380		4.105279	0.062779 0.087050 0.018255 1.000000 
381		4.105304	0.062848 0.087031 0.018248 1.000000 
382		4.105280	0.062780 0.087049 0.018254 1.000000 
383		4.105304	0.062847 0.087032 0.018248 1.000000 
384		4.105280	0.062782 0.087049 0.018254 1.000000 
385		4.105303	0.062846 0.087032 0.018248 1.000000 
386		4.105281	0.062783 0.087049 0.018254 1.000000 
387		4.105303	0.062844 0.087032 0.018249 1.000000 
388		4.105281	0.062784 0.087048 0.018254 1.000000 
389		4.105302	0.062843 0.087033 0.018249 1.000000 
390		4.105281	0.062785 0.087048 0.018254 1.000000 
391		4.105302	0.062842 0.087033 0.018249 1.000000 
392		4.105282	0.062786 0.087048 0.018254 1.000000 
393		4.105302	0.062841 0.087033 0.018249 1.000000 
394		4.105282	0.062788 0.087047 0.018254 1.000000 
395		4.105301	0.062840 0.087034 0.018249 1.000000 
396		4.105283	0.062789 0.087047 0.018254 1.000000 
397		4.105301	0.062839 0.087034 0.018249 1.000000 
398		4.105283	0.062790 0.087047 0.018254 1.000000 
399		4.105300	0.062838 0.087034 0.018249 1.000000 
400		4.105283	0.062791 0.087047 0.018254 1.000000 
401		4.105300	0.062837 0.087034 0.018249 1.000000 
402		4.105284	0.062791 0.087046 0.018253 1.000000 
403		4.105300	0.062836 0.087035 0.018249 1.000000 
404		4.105284	0.062792 0.087046 0.018253 1.000000 
405		4.105299	0.062835 0.087035 0.018249 1.000000 
406		4.105284	0.062793 0.087046 0.018253 1.000000 
407		4.105299	0.062834 0.087035 0.018249 1.000000 
408		4.105285	0.062794 0.087046 0.018253 1.000000 
409		4.105299	0.062834 0.087035 0.018250 1.000000 
410		4.105285	0.062795 0.087045 0.018253 1.000000 
411		4.105299	0.062833 0.087035 0.018250 1.000000 
412		4.105285	0.062796 0.087045 0.018253 1.000000 
413		4.105298	0.062832 0.087036 0.018250 1.000000 
414		4.105285	0.062796 0.087045 0.018253 1.000000 
415		4.105298	0.062831 0.087036 0.018250 1.000000 
416		4.105286	0.062797 0.087045 0.018253 1.000000 
417		4.105298	0.062831 0.087036 0.018250 1.000000 
418		4.105286	0.062798 0.087045 0.018253 1.000000 
419		4.105298	0.062830 0.087036 0.018250 1.000000 
420		4.105286	0.062798 0.087045 0.018253 1.000000 
421		4.105297	0.062829 0.087036 0.018250 1.000000 
422		4.105286	0.062799 0.087044 0.018253 1.000000 
423		4.105297	0.062829 0.087037 0.018250 1.000000 
424		4.105286	0.062799 0.087044 0.018253 1.000000 
425		4.105297	0.062828 0.087037 0.018250 1.000000 
426		4.105287	0.062800 0.087044 0.018253 1.000000 
427		4.105297	0.062828 0.087037 0.018250 1.000000 
428		4.105287	0.062801 0.087044 0.018253 1.000000 
429		4.105297	0.062827 0.087037 0.018250 1.000000 
430		4.105287	0.062801 0.087044 0.018253 1.000000 
431		4.105296	0.062827 0.087037 0.018250 1.000000 
432		4.105287	0.062802 0.087044 0.018253 1.000000 
433		4.105296	0.062826 0.087037 0.018250 1.000000 
434		4.105287	0.062802 0.087044 0.018252 1.000000 
435		4.105296	0.062826 0.087037 0.018250 1.000000 
436		4.105288	0.062803 0.087043 0.018252 1.000000 
437		4.105296	0.062825 0.087037 0.018250 1.000000 
438		4.105288	0.062803 0.087043 0.018252 1.000000 
439		4.105296	0.062825 0.087038 0.018250 1.000000 
440		4.105288	0.062803 0.087043 0.018252 1.000000 
441		4.105296	0.062824 0.087038 0.018250 1.000000 
442		4.105288	0.062804 0.087043 0.018252 1.000000 
443		4.105295	0.062824 0.087038 0.018250 1.000000 
444		4.105288	0.062804 0.087043 0.018252 1.000000 
445		4.105295	0.062824 0.087038 0.018250 1.000000 
446		4.105288	0.062805 0.087043 0.018252 1.000000 
447		4.105295	0.062823 0.087038 0.018251 1.000000 
448		4.105288	0.062805 0.087043 0.018252 1.000000 
449		4.105295	0.062823 0.087038 0.018251 1.000000 
450		4.105289	0.062805 0.087043 0.018252 1.000000 
451		4.105295	0.062822 0.087038 0.018251 1.000000 
452		4.105289	0.062806 0.087043 0.018252 1.000000 
453		4.105295	0.062822 0.087038 0.018251 1.000000 
454		4.105289	0.062806 0.087042 0.018252 1.000000 
455		4.105295	0.062822 0.087038 0.018251 1.000000 
456		4.105289	0.062806 0.087042 0.018252 1.000000 
457		4.105294	0.062822 0.087038 0.018251 1.000000 
458		4.105289	0.062807 0.087042 0.018252 1.000000 
459		4.105294	0.062821 0.087038 0.018251 1.000000 
460		4.105289	0.062807 0.087042 0.018252 1.000000 
461		4.105294	0.062821 0.087039 0.018251 1.000000 
462		4.105289	0.062807 0.087042 0.018252 1.000000 
463		4.105294	0.062821 0.087039 0.018251 1.000000 
464		4.105289	0.062807 0.087042 0.018252 1.000000 
465		4.105294	0.062820 0.087039 0.018251 1.000000 
466		4.105289	0.062808 0.087042 0.018252 1.000000 
467		4.105294	0.062820 0.087039 0.018251 1.000000 
468		4.105290	0.062808 0.087042 0.018252 1.000000 
469		4.105294	0.062820 0.087039 0.018251 1.000000 
470		4.105290	0.062808 0.087042 0.018252 1.000000 
471		4.105294	0.062820 0.087039 0.018251 1.000000 
472		4.105290	0.062808 0.087042 0.018252 1.000000 
473		4.105294	0.062819 0.087039 0.018251 1.000000 
474		4.105290	0.062809 0.087042 0.018252 1.000000 
475		4.105294	0.062819 0.087039 0.018251 1.000000 
476		4.105290	0.062809 0.087042 0.018252 1.000000 
477		4.105294	0.062819 0.087039 0.018251 1.000000 
478		4.105290	0.062809 0.087042 0.018252 1.000000 
479		4.105294	0.062819 0.087039 0.018251 1.000000 
480		4.105290	0.062809 0.087042 0.018252 1.000000 
481		4.105293	0.062819 0.087039 0.018251 1.000000 
482		4.105290	0.062809 0.087042 0.018252 1.000000 
483		4.105293	0.062818 0.087039 0.018251 1.000000 
484		4.105290	0.062810 0.087042 0.018252 1.000000 
485		4.105293	0.062818 0.087039 0.018251 1.000000 
486		4.105290	0.062810 0.087042 0.018252 1.000000 
487		4.105293	0.062818 0.087039 0.018251 1.000000 
488		4.105290	0.062810 0.087041 0.018252 1.000000 
489		4.105293	0.062818 0.087039 0.018251 1.000000 
490		4.105290	0.062810 0.087041 0.018252 1.000000 
491		4.105293	0.062818 0.087039 0.018251 1.000000 
492		4.105290	0.062810 0.087041 0.018252 1.000000 
493		4.105293	0.062818 0.087039 0.018251 1.000000 
494		4.105290	0.062810 0.087041 0.018252 1.000000 
495		4.105293	0.062818 0.087039 0.018251 1.000000 
496		4.105291	0.062811 0.087041 0.018252 1.000000 
497		4.105293	0.062817 0.087040 0.018251 1.000000 
