
Normalized Power Iteration Method
Iteration	Eigen Value	Eigen Vector
................................................................
1		4.000000	0.125000 0.125000 0.000000 1.000000 
2		4.125000	0.000000 0.075758 0.030303 1.000000 
3		4.106061	0.125461 0.084871 0.009225 1.000000 
4		4.094096	0.000676 0.095989 0.025687 1.000000 
5		4.121676	0.123770 0.074814 0.011726 1.000000 
6		4.086541	0.002639 0.100882 0.024297 1.000000 
7		4.125179	0.121593 0.072617 0.012547 1.000000 
8		4.085164	0.004872 0.101725 0.023770 1.000000 
9		4.125495	0.119355 0.072473 0.012919 1.000000 
10		4.085392	0.007108 0.101516 0.023477 1.000000 
11		4.124993	0.117165 0.072854 0.013167 1.000000 
12		4.086021	0.009281 0.101046 0.023252 1.000000 
13		4.124298	0.115051 0.073358 0.013375 1.000000 
14		4.086733	0.011375 0.100523 0.023051 1.000000 
15		4.123574	0.113015 0.073878 0.013568 1.000000 
16		4.087446	0.013388 0.100002 0.022862 1.000000 
17		4.122864	0.111058 0.074388 0.013751 1.000000 
18		4.088139	0.015323 0.099496 0.022681 1.000000 
19		4.122177	0.109178 0.074880 0.013927 1.000000 
20		4.088807	0.017182 0.099009 0.022508 1.000000 
21		4.121516	0.107370 0.075354 0.014096 1.000000 
22		4.089450	0.018968 0.098541 0.022341 1.000000 
23		4.120881	0.105632 0.075810 0.014258 1.000000 
24		4.090067	0.020684 0.098090 0.022181 1.000000 
25		4.120271	0.103963 0.076248 0.014413 1.000000 
26		4.090661	0.022333 0.097658 0.022027 1.000000 
27		4.119685	0.102358 0.076669 0.014563 1.000000 
28		4.091232	0.023917 0.097243 0.021879 1.000000 
29		4.119122	0.100815 0.077073 0.014707 1.000000 
30		4.091780	0.025439 0.096843 0.021737 1.000000 
31		4.118581	0.099333 0.077462 0.014845 1.000000 
32		4.092307	0.026902 0.096460 0.021601 1.000000 
33		4.118061	0.097909 0.077836 0.014978 1.000000 
34		4.092814	0.028307 0.096091 0.021470 1.000000 
35		4.117561	0.096540 0.078195 0.015106 1.000000 
36		4.093300	0.029657 0.095737 0.021344 1.000000 
37		4.117081	0.095224 0.078540 0.015228 1.000000 
38		4.093768	0.030954 0.095397 0.021223 1.000000 
39		4.116620	0.093959 0.078871 0.015346 1.000000 
40		4.094218	0.032200 0.095070 0.021107 1.000000 
41		4.116177	0.092744 0.079190 0.015460 1.000000 
42		4.094650	0.033398 0.094756 0.020995 1.000000 
43		4.115751	0.091576 0.079496 0.015569 1.000000 
44		4.095065	0.034549 0.094454 0.020888 1.000000 
45		4.115342	0.090454 0.079791 0.015673 1.000000 
46		4.095464	0.035654 0.094164 0.020785 1.000000 
47		4.114949	0.089376 0.080074 0.015774 1.000000 
48		4.095848	0.036716 0.093885 0.020685 1.000000 
49		4.114571	0.088339 0.080346 0.015871 1.000000 
50		4.096216	0.037737 0.093618 0.020590 1.000000 
51		4.114208	0.087343 0.080607 0.015964 1.000000 
52		4.096570	0.038718 0.093361 0.020499 1.000000 
53		4.113859	0.086386 0.080858 0.016053 1.000000 
54		4.096911	0.039660 0.093113 0.020411 1.000000 
55		4.113524	0.085466 0.081099 0.016139 1.000000 
56		4.097238	0.040566 0.092876 0.020326 1.000000 
57		4.113202	0.084582 0.081331 0.016221 1.000000 
58		4.097552	0.041436 0.092648 0.020245 1.000000 
59		4.112893	0.083732 0.081554 0.016300 1.000000 
60		4.097854	0.042272 0.092428 0.020167 1.000000 
61		4.112596	0.082915 0.081768 0.016377 1.000000 
62		4.098145	0.043075 0.092218 0.020092 1.000000 
63		4.112310	0.082131 0.081974 0.016450 1.000000 
64		4.098424	0.043847 0.092015 0.020020 1.000000 
65		4.112036	0.081377 0.082172 0.016520 1.000000 
66		4.098692	0.044588 0.091821 0.019951 1.000000 
67		4.111772	0.080652 0.082362 0.016588 1.000000 
68		4.098949	0.045301 0.091634 0.019885 1.000000 
69		4.111519	0.079956 0.082544 0.016653 1.000000 
70		4.099197	0.045985 0.091454 0.019821 1.000000 
71		4.111275	0.079286 0.082720 0.016715 1.000000 
72		4.099435	0.046643 0.091282 0.019760 1.000000 
73		4.111041	0.078643 0.082889 0.016775 1.000000 
74		4.099664	0.047276 0.091116 0.019701 1.000000 
75		4.110817	0.078025 0.083051 0.016833 1.000000 
76		4.099883	0.047883 0.090957 0.019644 1.000000 
77		4.110601	0.077431 0.083206 0.016888 1.000000 
78		4.100094	0.048467 0.090804 0.019590 1.000000 
79		4.110393	0.076861 0.083356 0.016941 1.000000 
80		4.100297	0.049028 0.090656 0.019537 1.000000 
81		4.110194	0.076312 0.083500 0.016992 1.000000 
82		4.100492	0.049566 0.090515 0.019487 1.000000 
83		4.110002	0.075785 0.083638 0.017042 1.000000 
84		4.100680	0.050084 0.090379 0.019439 1.000000 
85		4.109818	0.075279 0.083771 0.017089 1.000000 
86		4.100860	0.050582 0.090249 0.019392 1.000000 
87		4.109641	0.074792 0.083899 0.017134 1.000000 
88		4.101033	0.051060 0.090123 0.019348 1.000000 
89		4.109471	0.074324 0.084021 0.017178 1.000000 
90		4.101199	0.051519 0.090003 0.019305 1.000000 
91		4.109308	0.073875 0.084139 0.017220 1.000000 
92		4.101359	0.051961 0.089887 0.019264 1.000000 
93		4.109151	0.073443 0.084253 0.017260 1.000000 
94		4.101513	0.052385 0.089776 0.019224 1.000000 
95		4.109000	0.073028 0.084361 0.017299 1.000000 
96		4.101660	0.052793 0.089669 0.019186 1.000000 
97		4.108855	0.072629 0.084466 0.017336 1.000000 
98		4.101802	0.053184 0.089566 0.019150 1.000000 
99		4.108716	0.072246 0.084567 0.017372 1.000000 
100		4.101938	0.053561 0.089467 0.019114 1.000000 
101		4.108582	0.071877 0.084663 0.017406 1.000000 
102		4.102069	0.053922 0.089373 0.019081 1.000000 
103		4.108453	0.071523 0.084756 0.017439 1.000000 
104		4.102195	0.054270 0.089281 0.019048 1.000000 
105		4.108330	0.071183 0.084845 0.017471 1.000000 
106		4.102316	0.054604 0.089194 0.019017 1.000000 
107		4.108211	0.070856 0.084931 0.017501 1.000000 
108		4.102432	0.054925 0.089110 0.018987 1.000000 
109		4.108097	0.070542 0.085013 0.017531 1.000000 
110		4.102544	0.055233 0.089029 0.018958 1.000000 
111		4.107987	0.070241 0.085092 0.017559 1.000000 
112		4.102651	0.055529 0.088951 0.018931 1.000000 
113		4.107882	0.069951 0.085169 0.017586 1.000000 
114		4.102754	0.055814 0.088876 0.018904 1.000000 
115		4.107781	0.069672 0.085242 0.017612 1.000000 
116		4.102853	0.056087 0.088805 0.018879 1.000000 
117		4.107683	0.069404 0.085312 0.017637 1.000000 
118		4.102949	0.056350 0.088736 0.018854 1.000000 
119		4.107590	0.069147 0.085379 0.017661 1.000000 
120		4.103040	0.056603 0.088669 0.018831 1.000000 
121		4.107500	0.068899 0.085444 0.017684 1.000000 
122		4.103128	0.056846 0.088606 0.018808 1.000000 
123		4.107414	0.068662 0.085507 0.017706 1.000000 
124		4.103213	0.057079 0.088545 0.018786 1.000000 
125		4.107331	0.068433 0.085567 0.017727 1.000000 
126		4.103294	0.057303 0.088486 0.018765 1.000000 
127		4.107251	0.068214 0.085624 0.017748 1.000000 
128		4.103372	0.057518 0.088429 0.018745 1.000000 
129		4.107175	0.068003 0.085679 0.017767 1.000000 
130		4.103447	0.057725 0.088375 0.018726 1.000000 
131		4.107101	0.067800 0.085733 0.017786 1.000000 
132		4.103519	0.057924 0.088323 0.018707 1.000000 
133		4.107030	0.067605 0.085784 0.017804 1.000000 
134		4.103588	0.058115 0.088273 0.018690 1.000000 
135		4.106962	0.067418 0.085833 0.017822 1.000000 
136		4.103655	0.058299 0.088225 0.018672 1.000000 
137		4.106897	0.067238 0.085880 0.017839 1.000000 
138		4.103719	0.058475 0.088178 0.018656 1.000000 
139		4.106834	0.067066 0.085925 0.017855 1.000000 
140		4.103780	0.058645 0.088134 0.018640 1.000000 
141		4.106774	0.066899 0.085969 0.017870 1.000000 
142		4.103839	0.058808 0.088091 0.018625 1.000000 
143		4.106716	0.066740 0.086011 0.017885 1.000000 
144		4.103896	0.058964 0.088050 0.018610 1.000000 
145		4.106661	0.066587 0.086051 0.017900 1.000000 
146		4.103950	0.059115 0.088011 0.018596 1.000000 
147		4.106607	0.066439 0.086090 0.017913 1.000000 
148		4.104003	0.059259 0.087973 0.018583 1.000000 
149		4.106556	0.066298 0.086127 0.017926 1.000000 
150		4.104053	0.059398 0.087936 0.018570 1.000000 
151		4.106506	0.066162 0.086162 0.017939 1.000000 
152		4.104102	0.059532 0.087901 0.018558 1.000000 
153		4.106459	0.066031 0.086197 0.017951 1.000000 
154		4.104148	0.059660 0.087868 0.018546 1.000000 
155		4.106413	0.065905 0.086230 0.017963 1.000000 
156		4.104193	0.059783 0.087835 0.018534 1.000000 
157		4.106369	0.065784 0.086261 0.017974 1.000000 
158		4.104236	0.059901 0.087804 0.018523 1.000000 
159		4.106327	0.065668 0.086292 0.017985 1.000000 
160		4.104277	0.060015 0.087774 0.018512 1.000000 
161		4.106287	0.065557 0.086321 0.017996 1.000000 
162		4.104317	0.060125 0.087746 0.018502 1.000000 
163		4.106248	0.065450 0.086349 0.018006 1.000000 
164		4.104355	0.060230 0.087718 0.018492 1.000000 
165		4.106211	0.065347 0.086376 0.018015 1.000000 
166		4.104391	0.060331 0.087692 0.018483 1.000000 
167		4.106175	0.065248 0.086402 0.018024 1.000000 
168		4.104426	0.060428 0.087666 0.018474 1.000000 
169		4.106140	0.065153 0.086427 0.018033 1.000000 
170		4.104460	0.060521 0.087642 0.018465 1.000000 
171		4.106107	0.065061 0.086451 0.018042 1.000000 
172		4.104493	0.060611 0.087618 0.018457 1.000000 
173		4.106075	0.064974 0.086474 0.018050 1.000000 
174		4.104524	0.060697 0.087596 0.018449 1.000000 
175		4.106045	0.064889 0.086496 0.018058 1.000000 
176		4.104554	0.060779 0.087574 0.018441 1.000000 
177		4.106015	0.064808 0.086517 0.018065 1.000000 
178		4.104583	0.060859 0.087553 0.018434 1.000000 
179		4.105987	0.064730 0.086538 0.018073 1.000000 
180		4.104610	0.060935 0.087533 0.018427 1.000000 
181		4.105960	0.064655 0.086557 0.018080 1.000000 
182		4.104637	0.061009 0.087514 0.018420 1.000000 
183		4.105934	0.064583 0.086576 0.018086 1.000000 
184		4.104663	0.061079 0.087495 0.018413 1.000000 
185		4.105909	0.064514 0.086594 0.018093 1.000000 
186		4.104687	0.061147 0.087478 0.018407 1.000000 
187		4.105884	0.064448 0.086612 0.018099 1.000000 
188		4.104711	0.061212 0.087461 0.018401 1.000000 
189		4.105861	0.064384 0.086629 0.018105 1.000000 
190		4.104734	0.061275 0.087444 0.018395 1.000000 
191		4.105839	0.064323 0.086645 0.018111 1.000000 
192		4.104755	0.061335 0.087428 0.018389 1.000000 
193		4.105818	0.064264 0.086660 0.018116 1.000000 
194		4.104776	0.061393 0.087413 0.018384 1.000000 
195		4.105797	0.064207 0.086675 0.018121 1.000000 
196		4.104796	0.061448 0.087399 0.018379 1.000000 
197		4.105777	0.064153 0.086689 0.018127 1.000000 
198		4.104816	0.061502 0.087385 0.018374 1.000000 
199		4.105758	0.064100 0.086703 0.018131 1.000000 
200		4.104834	0.061553 0.087371 0.018369 1.000000 
201		4.105740	0.064050 0.086716 0.018136 1.000000 
202		4.104852	0.061602 0.087358 0.018364 1.000000 
203		4.105723	0.064002 0.086729 0.018141 1.000000 
204		4.104869	0.061649 0.087346 0.018360 1.000000 
205		4.105706	0.063955 0.086741 0.018145 1.000000 
206		4.104886	0.061695 0.087334 0.018356 1.000000 
207		4.105690	0.063911 0.086753 0.018149 1.000000 
208		4.104902	0.061739 0.087322 0.018352 1.000000 
209		4.105674	0.063868 0.086764 0.018153 1.000000 
210		4.104917	0.061781 0.087311 0.018348 1.000000 
211		4.105659	0.063827 0.086775 0.018157 1.000000 
212		4.104932	0.061821 0.087301 0.018344 1.000000 
213		4.105645	0.063787 0.086785 0.018161 1.000000 
214		4.104946	0.061860 0.087291 0.018340 1.000000 
215		4.105631	0.063749 0.086795 0.018164 1.000000 
216		4.104959	0.061897 0.087281 0.018337 1.000000 
217		4.105618	0.063713 0.086805 0.018168 1.000000 
218		4.104972	0.061933 0.087271 0.018334 1.000000 
219		4.105605	0.063678 0.086814 0.018171 1.000000 
220		4.104985	0.061967 0.087262 0.018330 1.000000 
221		4.105593	0.063644 0.086823 0.018174 1.000000 
222		4.104997	0.062000 0.087254 0.018327 1.000000 
223		4.105581	0.063611 0.086831 0.018177 1.000000 
224		4.105008	0.062032 0.087245 0.018324 1.000000 
225		4.105570	0.063580 0.086839 0.018180 1.000000 
226		4.105019	0.062063 0.087237 0.018321 1.000000 
227		4.105559	0.063550 0.086847 0.018183 1.000000 
228		4.105030	0.062092 0.087230 0.018319 1.000000 
229		4.105548	0.063522 0.086855 0.018185 1.000000 
230		4.105040	0.062120 0.087222 0.018316 1.000000 
231		4.105538	0.063494 0.086862 0.018188 1.000000 
232		4.105050	0.062147 0.087215 0.018314 1.000000 
233		4.105529	0.063467 0.086869 0.018190 1.000000 
234		4.105059	0.062173 0.087208 0.018311 1.000000 
235		4.105520	0.063442 0.086876 0.018193 1.000000 
236		4.105069	0.062198 0.087202 0.018309 1.000000 
237		4.105511	0.063417 0.086882 0.018195 1.000000 
238		4.105077	0.062223 0.087196 0.018307 1.000000 
239		4.105502	0.063394 0.086888 0.018197 1.000000 
240		4.105086	0.062246 0.087189 0.018304 1.000000 
241		4.105494	0.063371 0.086894 0.018199 1.000000 
242		4.105094	0.062268 0.087184 0.018302 1.000000 
243		4.105486	0.063349 0.086900 0.018201 1.000000 
244		4.105101	0.062289 0.087178 0.018300 1.000000 
245		4.105478	0.063328 0.086905 0.018203 1.000000 
246		4.105109	0.062310 0.087173 0.018298 1.000000 
247		4.105471	0.063308 0.086911 0.018205 1.000000 
248		4.105116	0.062329 0.087168 0.018297 1.000000 
249		4.105464	0.063289 0.086916 0.018207 1.000000 
250		4.105123	0.062348 0.087163 0.018295 1.000000 
251		4.105457	0.063270 0.086921 0.018209 1.000000 
252		4.105129	0.062366 0.087158 0.018293 1.000000 
253		4.105451	0.063253 0.086925 0.018210 1.000000 
254		4.105136	0.062384 0.087153 0.018291 1.000000 
255		4.105445	0.063235 0.086930 0.018212 1.000000 
256		4.105142	0.062401 0.087149 0.018290 1.000000 
257		4.105439	0.063219 0.086934 0.018214 1.000000 
258		4.105148	0.062417 0.087145 0.018288 1.000000 
259		4.105433	0.063203 0.086938 0.018215 1.000000 
260		4.105153	0.062432 0.087140 0.018287 1.000000 
261		4.105427	0.063188 0.086942 0.018216 1.000000 
262		4.105159	0.062447 0.087137 0.018286 1.000000 
263		4.105422	0.063173 0.086946 0.018218 1.000000 
264		4.105164	0.062462 0.087133 0.018284 1.000000 
265		4.105417	0.063159 0.086950 0.018219 1.000000 
266		4.105169	0.062475 0.087129 0.018283 1.000000 
267		4.105412	0.063146 0.086953 0.018220 1.000000 
268		4.105174	0.062489 0.087126 0.018282 1.000000 
269		4.105407	0.063133 0.086957 0.018222 1.000000 
270		4.105178	0.062501 0.087122 0.018281 1.000000 
271		4.105403	0.063120 0.086960 0.018223 1.000000 
272		4.105183	0.062514 0.087119 0.018279 1.000000 
273		4.105399	0.063108 0.086963 0.018224 1.000000 
274		4.105187	0.062525 0.087116 0.018278 1.000000 
275		4.105394	0.063097 0.086966 0.018225 1.000000 
276		4.105191	0.062537 0.087113 0.018277 1.000000 
277		4.105390	0.063086 0.086969 0.018226 1.000000 
278		4.105195	0.062547 0.087110 0.018276 1.000000 
279		4.105387	0.063075 0.086972 0.018227 1.000000 
280		4.105199	0.062558 0.087108 0.018275 1.000000 
281		4.105383	0.063065 0.086975 0.018228 1.000000 
282		4.105202	0.062568 0.087105 0.018274 1.000000 
283		4.105379	0.063055 0.086977 0.018229 1.000000 
284		4.105206	0.062577 0.087102 0.018273 1.000000 
285		4.105376	0.063046 0.086980 0.018230 1.000000 
286		4.105209	0.062587 0.087100 0.018273 1.000000 
287		4.105373	0.063037 0.086982 0.018231 1.000000 
288		4.105213	0.062596 0.087098 0.018272 1.000000 
289		4.105369	0.063028 0.086984 0.018231 1.000000 
290		4.105216	0.062604 0.087095 0.018271 1.000000 
291		4.105366	0.063020 0.086986 0.018232 1.000000 
292		4.105219	0.062612 0.087093 0.018270 1.000000 
293		4.105363	0.063012 0.086989 0.018233 1.000000 
294		4.105221	0.062620 0.087091 0.018269 1.000000 
295		4.105361	0.063004 0.086991 0.018234 1.000000 
296		4.105224	0.062628 0.087089 0.018269 1.000000 
297		4.105358	0.062997 0.086993 0.018234 1.000000 
298		4.105227	0.062635 0.087087 0.018268 1.000000 
299		4.105355	0.062989 0.086994 0.018235 1.000000 
300		4.105229	0.062642 0.087085 0.018267 1.000000 
301		4.105353	0.062983 0.086996 0.018236 1.000000 
302		4.105232	0.062649 0.087084 0.018267 1.000000 
303		4.105351	0.062976 0.086998 0.018236 1.000000 
304		4.105234	0.062655 0.087082 0.018266 1.000000 
305		4.105348	0.062970 0.087000 0.018237 1.000000 
306		4.105236	0.062661 0.087080 0.018266 1.000000 
307		4.105346	0.062964 0.087001 0.018237 1.000000 
308		4.105239	0.062667 0.087079 0.018265 1.000000 
309		4.105344	0.062958 0.087003 0.018238 1.000000 
310		4.105241	0.062673 0.087077 0.018265 1.000000 
311		4.105342	0.062952 0.087004 0.018238 1.000000 
312		4.105243	0.062679 0.087076 0.018264 1.000000 
313		4.105340	0.062947 0.087006 0.018239 1.000000 
314		4.105245	0.062684 0.087075 0.018264 1.000000 
315		4.105338	0.062942 0.087007 0.018239 1.000000 
